키워드,네이버검색량,PC,모바일,경쟁정도,추이지수,추이,월별추이
고양이_영양제,10,5,5,낮음,,,
고양이_저키,10,5,5,낮음,,,
고양이_캔,10,5,5,낮음,,,
고양이_캣그라스,10,5,5,낮음,,,
강아지_트릿,10,5,5,낮음,,,
강아지_파우치,10,5,5,낮음,,,
강아지_팬티,10,5,5,낮음,,,
계단,6540,1760,4780,높음,76.0,하락,100|92.4|87.6|86.1|86.9|80.3|79.5|75.3|71.0|63.7|81.0|79.3|76.0
고양이_건식사료,10,5,5,낮음,,,
고양이_기타장난감,10,5,5,낮음,,,
고양이_모래,10,5,5,낮음,,,
고양이_모래삽,10,5,5,낮음,,,
강아지_수제간식,10,5,5,낮음,,,
강아지_스낵,10,5,5,낮음,,,
강아지_습식사료,10,5,5,낮음,,,
강아지_영양제,10,5,5,낮음,,,
강아지_입마개,10,5,5,낮음,,,
강아지_장난감,10,5,5,낮음,,,
강아지_저키,10,5,5,낮음,,,
강아지_캔,10,5,5,낮음,,,
치아관리,320,100,220,높음,0.5,급하락,0.9|0.9|1.1|1.0|0.8|0.8|0.8|0.7|0.9|0.8|1.1|0.8|0.5
카시트,36450,6150,30300,높음,72.7,급하락,96.4|91.0|93.7|100|81.4|79.4|73.4|73.2|80.8|72.7|74.9|67.9|72.7
크리너,490,120,370,높음,0.7,급하락,1.3|1.1|1.2|1.1|1.1|0.8|1.0|1.2|1.3|0.9|0.9|0.9|0.7
탈취,2630,600,2030,높음,7.7,급하락,10.8|10.0|10.3|10.4|13.8|10.0|8.9|9.1|8.7|7.1|8.1|7.9|7.7
하네스,20750,4450,16300,중간,62.4,급하락,100|76.7|78.6|81.2|70.1|63.9|58.7|52.1|51.8|44.3|60.5|74.4|62.4
하우스,7280,1030,6250,높음,23.5,하락,28.2|26.8|26.0|27.3|24.7|25.0|25.2|27.5|36.8|26.8|27.4|24.0|23.5
가든용품,170,40,130,높음,0.5,급상승,0.6|0.2|0.0|0.1|0.0|0.0|0.0|0.1|0.2|0.6|0.5
옷,20430,2730,17700,중간,58.7,하락,73.2|64.5|65.4|63.1|67.1|70.0|57.5|54.4|52.4|50.5|56.9|56.1|58.7
울타리,8200,1810,6390,높음,2.8,하락,3.5|3.0|2.8|2.8|2.7|2.5|2.4|2.3|2.1|2.2|3.1|2.9|2.8
이동가방,240,60,180,높음,0.1,급하락,0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1
이발기,2510,470,2040,중간,0.7,급하락,1.1|1.0|1.3|0.8|0.8|0.6|0.8|0.8|0.6|0.5|0.5|0.6|0.7
자동급식기,3270,760,2510,높음,1.0,급하락,3.0|3.2|3.0|3.4|3.3|3.3|2.7|2.6|2.4|1.6|1.8|1.1|1.0
정수기,105000,23400,81600,높음,38.0,급하락,100|76.2|57.2|50.5|36.5|40.9|37.2|30.6|32.4|28.2|32.0|29.3|38.0
사료보관통,370,80,290,높음,49.7,급하락,37.7|64.1|85.4|100|80.4|63.5|58.7|53.4|63.7|42.9|39.7|42.7|49.7
소동물_용품,0,0,0,,,,
소동물·곤충_간식,0,0,0,,,,
소동물·곤충_사료,0,0,0,,,,
소동물·곤충_영양제,0,0,0,,,,
식기,3230,760,2470,중간,7.0,하락,8.6|7.8|8.4|10.1|8.6|8.1|7.6|8.5|8.4|7.4|7.7|7.3|7.0
안전문,4470,630,3840,높음,10.0,급하락,14.4|15.1|15.9|15.7|15.6|13.5|13.6|12.5|13.5|9.0|10.7|9.1|10.0
드라이용품,10,5,5,낮음,,,
목줄,2610,430,2180,중간,6.3,급하락,10.5|9.8|9.2|9.8|9.7|9.1|11.2|8.0|7.5|6.2|6.3|5.9|6.3
브러쉬,9790,4830,4960,높음,20.8,급상승,17.0|16.2|16.9|59.2|100|87.5|26.6|21.2|28.6|24.0|32.9|26.3|20.8
트리,2720,520,2200,중간,1.9,급하락,2.4|2.4|2.8|3.3|4.5|16.4|100|94.5|4.5|2.2|2.0|1.8|1.9
트리장식,150,20,130,높음,0.0,급하락,0.1|0.1|0.1|0.2|0.3|1.8|11.9|17.4|0.4|0.2|0.1|0.1|0.0
팬던트 조명,3960,1300,2660,높음,3.3,상승,3.7|3.6|3.8|4.1|4.2|3.8|5.5|4.1|4.4|3.6|4.5|3.9|3.3
포스터,15550,4750,10800,높음,12.1,급하락,18.2|16.2|14.4|15.4|15.2|13.9|15.0|13.7|12.8|11.7|13.8|11.6|12.1
월아트,190,100,90,높음,0.2,급상승,0.0|0.1|0.1|0.1|0.1|0.1|0.0|0.1|0.1|0.0|0.1|0.1|0.2
플라워,9710,1240,8470,높음,4.2,하락,5.2|4.7|4.8|4.2|4.2|4.7|3.8|4.1|4.1|3.7|4.2|3.7|4.2
식물,23470,5270,18200,높음,7.4,하락,11.4|9.2|7.8|7.4|7.2|6.2|5.3|4.7|5.5|6.3|8.0|7.5|7.4
오피스용품,220,110,110,높음,0.1,하락,0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1
월데코,140,40,100,높음,0.0,급하락,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.0
캘린더,206700,115100,91600,높음,79.4,상승,75.1|56.3|61.8|65.4|100|73.6|56.2|72.9|77.8|74.7|61.9|74.7|79.4
크리스마스 소품,160,30,130,높음,0.0,급하락,0.1|0.2|0.2|0.3|0.6|3.4|23.9|24.7|0.5|0.1|0.0|0.0|0.0
크리스마스 장식,630,110,520,높음,0.2,급하락,0.3|0.2|0.3|0.5|1.5|5.6|28.0|28.9|0.6|0.2|0.2|0.2|0.2
크리스마스 조명,200,80,120,높음,0.0,하락,0.1|0.0|0.1|0.1|0.2|0.8|4.9|8.5|0.2|0.1|0.1|0.1|0.0
크리스마스 트리,2510,560,1950,높음,0.8,급하락,1.0|1.0|1.1|1.9|4.8|21.2|100|93.8|2.6|1.1|0.9|0.7|0.8
테이블 조명,2000,510,1490,높음,0.7,상승,0.9|0.7|0.8|0.8|1.0|1.2|1.3|1.2|1.3|1.4|1.1|0.8|0.7
벽장식,900,190,710,높음,1.7,유지,2.4|2.1|2.2|2.3|2.3|2.2|2.9|3.4|3.0|2.7|2.8|2.1|1.7
벽조명,4800,1240,3560,중간,9.0,상승,10.6|9.8|9.6|10.4|10.1|9.7|11.8|12.2|12.7|11.3|12.3|10.5|9.0
직부등,6090,2200,3890,중간,10.5,하락,11.7|11.9|13.1|12.1|12.7|11.4|12.4|12.6|12.4|10.2|12.3|11.2|10.5
선물포장,3570,810,2760,높음,8.2,유지,10.1|8.3|8.7|9.2|12.1|9.6|12.4|25.6|11.3|10.5|8.6|9.4|8.2
벽시계,30900,5300,25600,중간,56.4,급하락,72.8|72.7|89.1|100|89.5|73.9|74.4|80.8|81.7|67.7|72.8|58.2|56.4
액자,27820,7820,20000,높음,17.7,하락,23.3|19.9|20.0|21.3|20.0|18.6|19.9|20.3|20.8|17.8|19.8|17.4|17.7
앨범,8590,2200,6390,중간,5.1,급하락,7.9|7.0|7.3|8.0|7.5|7.6|6.9|7.9|7.9|6.1|5.9|5.1|5.1
거울,22790,7790,15000,중간,14.0,급상승,13.4|12.7|12.0|27.6|52.5|39.6|13.9|13.0|18.5|13.6|16.8|15.8|14.0
노트류,10,5,5,낮음,,,
다이어리,20370,5370,15000,중간,11.2,하락,14.7|14.6|16.2|18.8|21.5|31.9|55.2|100|66.9|22.4|17.8|12.7|11.2
데코소품,15,5,10,높음,0.5,유지,0.5
문구데코,10,5,5,낮음,,,
미술도구,610,130,480,높음,63.7,하락,92.7|82.3|73.6|71.6|75.9|59.4|63.3|100|70.6|58.4|79.9|68.1|63.7
섀딩,10,5,5,낮음,14.7,급하락,28.2|14.5|26.2|26.8|23.4|23.5|21.8|22.3|18.0|15.3|18.9|13.2|14.7
치크블러셔,300,20,280,높음,29.6,상승,28.0|23.5|15.9|18.6|15.1|9.7|21.0|29.6|31.5|23.8|22.8|23.7|29.6
컨투어,670,150,520,높음,1.0,급하락,1.9|1.6|1.5|1.7|1.5|1.6|1.4|1.3|1.2|1.1|1.3|1.0|1.0
하이라이터,7710,1190,6520,중간,11.9,하락,13.9|16.1|16.2|16.6|13.6|15.0|13.6|15.2|14.5|14.1|15.3|12.2|11.9
아이라이너,11250,4460,6790,중간,16.4,급상승,12.9|15.4|17.8|54.3|100|75.2|23.8|18.1|21.8|18.6|24.8|20.6|16.4
아이브로우,6090,790,5300,높음,8.5,급하락,12.5|10.7|11.0|11.6|10.4|9.9|9.6|9.9|10.7|9.5|9.6|8.8|8.5
아이섀도우,3230,490,2740,중간,4.8,급하락,5.4|7.5|7.9|7.2|5.9|6.7|5.2|5.5|6.0|5.3|5.4|5.0|4.8
립밤,22860,8360,14500,중간,25.1,급상승,29.8|23.4|21.2|52.7|100|96.3|66.8|73.6|68.3|40.7|36.6|29.7|25.1
립스틱,9430,1340,8090,중간,11.0,하락,13.4|13.4|13.9|14.7|14.4|14.7|14.4|18.5|16.8|12.4|13.9|11.8|11.0
틴트,11370,1370,10000,높음,12.5,급하락,18.4|17.4|17.3|16.4|16.4|15.1|14.6|14.3|17.1|13.6|14.3|13.4|12.5
메이크업베이스,3400,480,2920,중간,4.1,하락,6.1|4.8|4.5|5.2|5.0|4.9|4.6|4.2|4.5|4.2|4.9|4.5|4.1
프라이머,22250,4750,17500,중간,22.9,급하락,29.8|34.0|30.9|31.5|32.4|32.0|27.1|24.0|22.5|18.8|24.7|23.9|22.9
마스카라,11040,1770,9270,높음,25.6,급상승,19.1|19.7|21.6|20.3|18.5|22.2|19.1|19.4|21.6|17.0|22.1|25.9|25.6
플래너,6020,1400,4620,중간,11.0,급하락,15.7|16.0|19.0|17.2|16.0|15.9|19.6|29.8|27.1|14.5|17.3|11.9|11.0
플로어 조명,790,210,580,높음,1.6,급상승,1.4|1.4|1.5|1.6|1.5|1.4|1.7|1.8|2.1|2.1|2.2|1.8|1.6
필기류,70,30,40,높음,0.0,급하락,0.0|0.1|0.0|0.0|0.1|0.1|0.0|0.1|0.1|0.1|0.1|0.0|0.0
필통,19790,3490,16300,높음,35.4,유지,46.6|49.7|47.2|53.8|53.4|42.7|47.4|61.5|78.4|100|68.8|43.8|35.4
화병,12200,2230,9970,중간,62.2,하락,100|74.8|67.2|71.1|66.9|56.5|62.3|60.9|60.8|57.8|76.8|66.3|62.2
DIY,7720,2220,5500,중간,34.6,급하락,56.3|52.3|54.8|54.2|53.7|47.7|52.2|56.1|45.6|37.0|41.3|36.4|34.6
립글로즈,1290,240,1050,높음,5.8,상승,6.9|5.2|5.0|5.5|5.5|7.3|12.8|16.0|16.5|10.4|7.5|6.3|5.8
CC,4240,1350,2890,높음,18.8,급하락,30.6|28.1|29.6|26.8|26.2|24.3|24.2|23.5|21.3|18.9|22.3|20.7|18.8
키트&팔레트,10,5,5,낮음,,,
컨실러,9270,1380,7890,중간,11.9,급하락,16.3|16.7|15.8|16.7|14.1|15.0|14.8|15.4|14.9|12.6|14.2|12.6|11.9
파운데이션,21230,6930,14300,높음,25.3,급상승,22.4|24.2|25.5|55.2|100|78.6|26.2|26.4|33.8|25.7|33.0|29.2|25.3
팩트,8240,1250,6990,중간,9.6,급하락,16.2|15.1|14.7|14.8|14.4|13.0|14.1|14.0|12.7|9.4|10.8|10.2|9.6
보습,2030,350,1680,높음,1.6,급하락,3.1|3.5|3.0|3.2|3.6|3.7|3.9|3.6|3.1|2.2|2.4|1.9|1.6
바디소품,10,5,5,낮음,0.0,유지,0.1|0.0|0.0
페이스소품,10,5,5,높음,0.2,하락,0.7|0.7|3.6|0.2
헤어소품,30,10,20,높음,0.1,급하락,0.7|1.9|6.8|0.3|0.1|0.1|0.1
지류,4140,1240,2900,높음,46.1,급하락,66.8|62.2|100|67.4|71.4|61.1|57.1|57.1|54.1|51.4|55.8|50.3|46.1
헤어기기,130,20,110,높음,0.7,급하락,2.7|1.5|2.4|4.0|1.5|1.1|1.5|1.7|2.2|1.7|1.3|0.7|0.7
네일세트,250,30,220,높음,2.4,급하락,4.0|4.1|4.1|3.7|2.6|2.1|2.0|3.9|3.3|2.6|2.2|2.1|2.4
네일케어도구,140,20,120,높음,0.2,급하락,0.3|0.1|0.3|1.6|0.2|0.1|0.0|0.0|0.0|0.0|0.1|0.2
아트&스티커,10,5,5,낮음,,,
일반네일,290,40,250,높음,0.4,급하락,0.7|1.0|0.9|0.8|0.6|0.4|0.5|0.5|0.5|0.4|0.3|0.3|0.4
젤네일,35890,3690,32200,높음,63.7,급하락,84.2|93.0|100|82.2|64.4|55.2|52.2|60.2|68.0|59.2|58.1|53.6|63.7
기타기기,10,5,5,높음,,,
바디기기,80,10,70,높음,0.2,하락,0.1|0.2|0.2|0.2|0.2|0.2|0.1|0.1|0.1|0.1|0.2|0.2
페이스기기,35,5,30,중간,0.1,유지,0.1|0.1|0.1|0.1
세트,4100,810,3290,높음,52.7,급하락,70.2|68.9|73.5|69.3|70.6|58.5|60.7|64.1|68.1|56.2|57.4|54.5|52.7
하의,610,120,490,높음,7.0,급하락,11.8|8.9|12.9|18.1|11.1|11.5|12.6|10.4|9.5|8.1|7.8|8.3|7.0
상의,4130,980,3150,높음,56.4,급하락,86.3|85.7|100|97.0|95.4|78.6|77.7|76.1|70.2|60.8|69.3|62.0|56.4
시계스트랩,1610,390,1220,높음,7.9,하락,7.9|9.3|8.7|9.8|9.5|9.4|7.3|7.6|7.9|7.2|8.0|7.8|7.9
남성귀걸이,220,20,200,높음,1.6,하락,1.0|0.8|1.3|3.5|1.9|2.2|0.7|0.8|0.8|0.8|0.5|0.6|1.6
남성브로치,70,10,60,높음,0.1,급상승,0.1|0.0|0.1|0.2|0.4|0.4|0.2|0.1|0.1|0.1|0.1
공용슈즈,10,5,5,낮음,,,
슬립온,12790,2290,10500,높음,71.8,하락,100|87.3|73.4|66.5|73.4|80.0|56.4|47.6|42.7|46.8|78.0|80.1|71.8
일반 스니커즈,10,5,5,낮음,,,
뮬,141900,39400,102500,높음,87.8,하락,100|94.5|91.7|86.5|84.2|80.5|78.8|79.5|84.8|79.7|92.9|89.5|87.8
뮬 스니커즈,1940,250,1690,높음,1.6,하락,2.7|2.0|1.4|1.1|1.7|1.5|0.6|0.3|0.3|0.7|2.0|2.1|1.6
방한부츠,230,30,200,높음,0.1,급상승,0.1|0.2|0.3|0.7|1.5|6.8|19.8|24.6|14.6|7.8|2.6|0.1|0.1
블로퍼,5070,1140,3930,높음,3.8,급하락,7.7|5.9|4.7|3.9|6.5|5.3|2.8|1.8|1.8|2.4|4.8|4.8|3.8
스포츠샌들,8380,1720,6660,높음,32.6,급하락,43.2|66.1|66.4|26.9|8.2|4.1|3.7|3.1|4.8|3.6|7.2|18.1|32.6
슬라이드,4660,1140,3520,높음,25.1,급하락,32.0|33.7|36.9|32.7|25.8|22.3|20.1|19.0|19.7|18.1|22.0|23.3|25.1
클로그,10830,2340,8490,중간,61.6,급하락,69.2|70.3|65.3|43.4|37.7|44.0|34.1|24.4|21.2|24.0|40.2|54.1|61.6
플립플랍,13600,2100,11500,높음,55.8,급하락,49.4|93.4|100|48.0|15.9|9.5|7.4|8.2|9.4|21.9|15.3|29.8|55.8
드레스부츠,15,5,10,높음,0.0,유지,0.0|0.0|0.0
앵클,780,160,620,중간,0.1,유지,0.1|0.1|0.1|0.1|0.1|0.1|0.2|0.1|0.1|0.1|0.1|0.1|0.1
숏 부츠,220,30,190,높음,0.0,하락,0.0|0.0|0.0|0.0|0.1|0.1|0.2|0.2|0.1|0.0|0.0|0.0|0.0
미들,1750,370,1380,낮음,0.2,급하락,0.3|0.4|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.2|0.3|0.2|0.2
하프 부츠,45,5,40,높음,0.0,급상승,0.0|0.0|0.0|0.0|0.1|0.2|0.2|0.2|0.1|0.1|0.0|0.0|0.0
스포츠,453700,31500,422200,높음,52.6,급하락,100|73.7|64.6|69.1|59.3|64.0|38.8|28.5|29.3|29.1|40.1|53.3|52.6
캐주얼샌들,310,60,250,높음,0.3,급하락,0.4|0.9|0.7|0.2|0.0|0.3
롱 부츠,2120,420,1700,높음,6.5,급상승,8.0|6.3|6.7|15.2|37.2|70.8|100|93.9|50|23.3|16.6|9.4|6.5
고무팩,1570,190,1380,중간,3.3,하락,4.6|4.6|4.0|3.3|2.4|2.9|5.2|4.3|3.3|2.8|4.6|3.1|3.3
마스크시트,550,120,430,높음,1.6,급하락,2.4|1.9|2.4|3.2|2.0|1.6|2.2|1.6|1.9|1.7|1.9|1.6|1.6
모델링팩,18250,2550,15700,중간,42.4,급하락,72.7|78.6|78.7|76.2|60.7|52.2|42.4|38.5|38.0|34.6|39.0|35.8|42.4
부분패치,10,5,5,높음,0.0,유지,0.0
스킨케어,5250,2430,2820,높음,26.8,급하락,72.4|96.4|100|92.0|73.9|74.9|61.9|74.0|81.2|66.8|83.9|78.3|26.8
헤어케어,690,210,480,높음,4.2,급하락,36.9|36.9|33.4|35.2|7.0|3.6|6.3|7.0|6.9|5.9|6.2|5.1|4.2
화장품세트,2160,340,1820,중간,17.3,상승,23.0|16.0|14.3|16.5|24.0|18.4|21.0|27.2|27.5|27.3|21.1|20.6|17.3
여성레인부츠,2680,360,2320,높음,16.8,급하락,27.2|48.8|10.8|3.5|3.6|4.0|0.5|1.0|0.4|0.8|3.6|7.5|16.8
여성슈즈,1020,160,860,높음,13.9,상승,14.4|13.6|9.5|8.9|13.3|11.4|8.3|6.9|5.2|7.1|14.4|15.0|13.9
여성일반스니커즈,10,5,5,낮음,,,
날면도기,730,160,570,중간,9.5,급하락,14.3|13.3|13.5|15.6|13.6|12.9|10.5|11.6|12.2|9.9|10.3|9.6|9.5
바디케어,1630,230,1400,높음,22.5,급하락,100|99.2|88.2|84.0|28.2|19.3|20.5|21.1|21.5|21.0|24.7|22.5|22.5
쉐이빙케어,10,5,5,높음,0.1,유지,0.7|0.1|0.1
남성레인부츠,2130,400,1730,높음,26.1,급하락,56.6|100|30.2|15.1|12.6|15.2|3.1|1.6|0.9|1.4|6.5|10.9|26.1
남성슈즈,180,30,150,높음,1.9,급상승,1.8|1.5|1.0|0.9|2.8|2.2|2.8|2.5|1.7|1.6|2.7|2.6|1.9
남성일반스니커즈,10,5,5,낮음,,,
필링파우더,10,5,5,높음,,,
필링패드,570,90,480,높음,6.5,급하락,9.5|8.0|7.7|8.3|7.6|6.8|7.2|7.6|8.4|6.5|6.4|6.7|6.5
필링젤,5880,820,5060,중간,40.5,하락,52.8|46.5|53.6|63.0|55.3|49.2|46.8|45.9|52.0|45.9|45.6|41.7|40.5
필링크림,90,10,80,높음,0.2,급하락,1.0|0.4|0.6|0.7|0.5|0.8|0.6|0.5|0.6|0.4|0.2|0.2|0.2
스킨케어세트,250,50,200,높음,2.4,상승,3.3|1.7|1.9|2.1|2.6|2.0|2.5|4.1|4.7|4.0|2.8|2.4|2.4
세럼,9040,1760,7280,중간,69.8,유지,100|73.5|69.9|78.7|70.6|71.9|82.8|83.7|84.2|71.3|85.4|92.3|69.8
필링토너,45,5,40,높음,0.0,급하락,0.6|0.5|0.3|0.5|0.4|0.4|0.3|0.0|0.1|0.2|0.1|0.1|0.0
워시오프,210,50,160,높음,1.3,급하락,1.7|2.2|1.9|1.9|1.4|1.3|1.6|1.0|1.7|1.3|0.9|1.3|1.3
코팩,5570,800,4770,중간,37.1,급하락,100|54.0|58.6|68.6|54.9|62.3|37.5|34.0|34.1|30.2|34.1|34.9|37.1
선쿠션,7280,1220,6060,중간,57.6,급하락,84.5|84.0|65.4|37.9|22.9|15.5|13.9|13.7|18.0|19.6|37.4|53.9|57.6
수면팩,2290,310,1980,중간,16.8,급하락,29.7|24.7|23.7|23.3|22.2|23.0|27.1|27.1|28.5|22.7|23.6|18.9|16.8
아이패치,5450,880,4570,높음,40.5,급하락,69.6|59.3|62.8|60.6|44.7|36.1|44.7|44.8|43.1|36.3|39.8|43.3|40.5
미스트,15470,2570,12900,중간,51.2,하락,71.2|64.1|62.9|59.2|51.5|61.5|83.3|84.6|100|70.9|61.9|53.8|51.2
스킨,7760,1090,6670,중간,27.8,급하락,52.8|45.2|42.4|42.1|32.1|30.0|29.7|28.8|31.8|28.9|29.4|27.3|27.8
토너,9800,2220,7580,중간,31.7,급하락,47.9|49.2|52.1|57.7|39.0|38.9|40.2|41.8|44.6|36.9|40.5|34.1|31.7
바타입,15,5,10,높음,,,
워터,4820,680,4140,높음,19.4,급상승,13.5|15.8|17.4|15.3|12.6|11.1|11.2|13.0|12.5|11.2|32.9|26.5|19.4
티슈,3330,770,2560,중간,7.9,하락,10.2|9.8|9.7|9.4|9.3|8.9|9.0|10.7|11.8|8.7|10.2|9.3|7.9
폼,13200,5630,7570,높음,29.5,급하락,51.2|48.8|49.6|47.1|48.5|39.9|37.7|38.5|31.1|25.0|35.4|31.1|29.5
아이크림,15200,3800,11400,중간,41.1,유지,56.4|62.1|63.4|68.5|69.3|72.4|71.7|83.1|91.4|69.2|73.3|63.9|41.1
올인원,7030,1180,5850,중간,17.9,하락,24.1|20.7|21.2|100|21.1|20.1|20.8|21.8|22.2|18.3|19.4|18.3|17.9
페이셜오일,170,40,130,중간,0.4,유지,1.1|0.5|0.4|0.7|1.0|1.8|2.1|2.2|1.7|1.1|0.8|0.8|0.4
페이셜크림,250,50,200,높음,1.5,유지,2.7|2.1|1.8|1.8|2.0|2.5|4.2|3.7|3.9|3.1|3.0|2.2|1.5
립아이리무버,120,10,110,높음,0.2,급하락,0.6|0.5|0.6|0.6|0.5|0.4|0.5|1.0|0.8|0.4|0.6|0.4|0.2
앰플,10770,3310,7460,중간,65.0,하락,98.1|73.4|71.7|75.1|70.5|68.4|78.6|94.9|100|87.0|89.7|75.3|65.0
넥크림,4360,750,3610,높음,28.4,상승,44.4|25.0|27.3|26.8|37.4|64.3|49.1|47.3|45.2|38.1|40.3|33.9|28.4
남성배드민턴의류,120,20,100,높음,0.3,급하락,0.7|0.6|0.4|0.3|0.6|0.4|0.1|0.1|0.2|0.1|0.4|0.4|0.3
반다나,27980,4580,23400,높음,65.7,급하락,53.4|64.2|97.6|100|58.9|41.2|31.0|29.0|22.7|30.2|39.6|45.0|65.7
여성보드의류,10,5,5,낮음,,,
여성스키의류,10,5,5,낮음,,,
남성스키의류,10,5,5,낮음,,,
남성보드의류,10,5,5,낮음,,,
방한,2780,680,2100,높음,4.7,유지,4.3|3.9|6.2|6.4|5.0|9.9|8.8|9.4|8.3|4.2|4.1|5.0|4.7
남성자전거의류,50,10,40,높음,0.0,급하락,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
여성자전거의류,240,20,220,높음,0.5,하락,0.5|0.7|0.3|0.3|0.4|0.2|0.0|0.1|0.3|0.5|0.5
기능성웨어,60,20,40,높음,0.0,하락,0.0|0.0|0.0|0.0|0.0
킥보드,24550,3250,21300,중간,62.8,급하락,100|87.6|58.5|54.3|59.3|93.9|59.1|44.9|27.6|27.9|50.4|70.6|62.8
트레이닝복 세트,4290,720,3570,높음,31.2,급상승,51.7|27.4|18.1|17.7|56.1|100|82.1|57.3|56.0|51.5|71.3|50.4|31.2
언더레이어상의,10,5,5,높음,0.1,유지,0.1
언더레이어하의,25,5,20,높음,0.0,유지,0.0
언더웨어상의,15,5,10,낮음,,,
남성의류,2030,600,1430,높음,10.9,급하락,37.9|34.4|37.8|53.7|16.4|15.7|14.3|11.2|10.4|9.4|14.5|14.0|10.9
트레이닝세트,6590,740,5850,높음,9.1,급상승,13.6|8.1|7.3|7.2|15.9|23.3|17.9|14.2|15.6|14.8|21.5|16.7|9.1
언더웨어하의,10,5,5,낮음,,,
헤드밴드,2170,470,1700,높음,2.0,급하락,2.2|2.7|3.8|3.5|2.4|1.7|1.7|1.9|1.9|1.5|1.5|1.7|2.0
신생아화,10,5,5,낮음,,,
장화,32670,6170,26500,높음,34.1,급하락,68.0|100|45.4|25.5|29.8|24.6|14.7|10.7|10.0|11.7|19.9|23.0|34.1
신발주머니,5120,1060,4060,높음,2.3,상승,2.7|2.7|2.7|2.8|2.6|2.1|1.9|2.2|3.0|4.1|3.7|2.6|2.3
캐리어,122300,24800,97500,높음,51.3,급하락,86.4|86.2|100|96.9|79.1|67.8|64.7|68.8|82.4|67.7|59.0|55.3|51.3
구두,21010,3910,17100,높음,10.6,유지,13.9|12.4|11.1|12.9|14.9|14.4|12.3|10.7|10.2|9.7|13.9|12.1|10.6
단화,7660,1280,6380,높음,4.3,하락,6.9|5.5|4.9|6.3|6.6|6.0|4.7|4.1|4.1|3.8|5.2|5.0|4.3
부티,3490,610,2880,높음,1.6,급하락,3.0|2.8|2.8|2.4|2.5|2.6|2.7|2.9|2.4|1.7|1.9|1.7|1.6
면류,150,10,140,높음,0.1,급하락,7.6|5.5|4.8|4.6|0.8|0.1|0.1|0.1|0.0|0.1|0.1|0.1|0.1
소스류,120,40,80,높음,0.0,급하락,0.1|0.1|0.1|0.0|0.1|0.0|0.1|0.1|0.1|0.1|0.1|0.1|0.0
김,40660,4860,35800,중간,65.9,하락,87.5|78.6|75.9|83.7|93.8|84.1|90.0|99.3|100|86.0|80.1|67.3|65.9
손가방,3820,630,3190,중간,6.5,급하락,10.5|10.6|10.4|9.5|10.8|8.7|6.5|7.1|6.3|5.4|6.5|6.1|6.5
숄더,2700,460,2240,높음,4.1,하락,5.4|5.2|5.6|5.3|5.2|5.1|5.3|5.3|4.8|4.3|4.7|4.2|4.1
수입과자,2620,560,2060,높음,24.4,하락,37.0|31.7|32.0|33.1|32.8|27.2|27.4|32.1|35.9|25.0|30.4|26.8|24.4
Tea,3480,720,2760,중간,35.0,하락,49.9|45.3|43.7|43.3|46.3|43.2|45.0|46.7|48.0|39.1|44.1|39.3|35.0
꼬치,7360,820,6540,높음,71.8,하락,87.3|80.5|79.1|77.9|82.7|100|71.5|76.7|70.5|78.3|62.0|66.4|71.8
파티복,510,60,450,높음,4.6,급하락,6.4|4.4|6.7|12.6|6.0|6.7|11.1|13.8|4.8|4.6|4.6|4.3|4.6
쫄바지,470,60,410,높음,5.4,유지,6.7|5.7|6.4|6.9|7.0|12.5|13.4|12.9|10.9|5.9|7.6|5.9|5.4
상하 세트,370,60,310,높음,0.2,급하락,0.3|0.3|0.4|0.8|0.3|0.3|0.3|0.2|0.2|0.2|0.2|0.2|0.2
수영복,89900,15700,74200,높음,32.2,급하락,46.5|61.2|100|67.3|36.6|25.8|27.2|28.6|32.5|27.5|30.1|28.6|32.2
실내복,2540,420,2120,중간,1.6,급상승,2.0|1.6|1.2|1.1|2.0|3.7|3.3|2.7|2.4|2.2|2.7|1.9|1.6
내의,1200,190,1010,중간,0.6,급하락,1.1|1.3|0.6|0.6|0.8|1.5|1.9|2.0|1.5|0.7|0.7|0.6|0.6
스웨트,500,80,420,높음,0.2,급하락,0.3|0.3|0.4|0.4|0.4|0.5|0.5|0.4|0.3|0.2|0.3|0.2|0.2
아웃도어,6190,1270,4920,높음,40.3,급하락,60.2|55.8|49.3|41.0|47.7|65.3|64.9|50.0|40.1|33.3|42.4|42.3|40.3
스키웨어,10,5,5,높음,0.4,급상승,0.1|0.1|0.5|1.2|0.8|0.4
상하복,900,100,800,중간,5.3,급상승,8.5|6.4|4.3|4.3|11.1|17.8|10.6|7.9|9.2|17.0|25.1|10.1|5.3
바디수트,5620,720,4900,높음,34.5,유지,34.5|32.3|36.5|45.8|40.2|38.2|32.9|33.5|40.3|32.0|37.5|33.7|34.5
배냇저고리,16840,2440,14400,중간,64.4,급하락,85.6|83.9|86.2|100|88.7|92.7|80.4|75.7|83.5|64.3|69.1|62.2|64.4
